Name,Size,Type,Price
Kingston Value  DDR4-2133  CL15,16 GB,DDR4-2133,
Kingston Value  DDR4-2133  CL15  kit,32 GB,DDR4-2133,
Kingston Value  DDR4-2133  CL15 reg. ECC,32 GB,DDR4-2133,
Kingston Value  DDR4-2133 CL15,8 GB,DDR4-2133,
Kingston Value  DDR4-2400  CL17,8 GB,DDR4-2400,
Kingston Value  DDR4-2400  CL17,16 GB,DDR4-2400,
Kingston Value DDR3-1600  CL11,8 GB,DDR3-1600,
Kingston Value DDR3-1600  CL11,16 GB,DDR3-1600,
Kingston Value DDR3-1600 CL11 ECC Modul,8 GB,DDR3-1600,
Kingston Value DDR4-2133  CL15,16 GB,DDR4-2133,
Kingston ValueRAM,16 GB,DDR5-4800,
Kingston ValueRAM,32 GB,DDR5-4800,
"Team Group Dark Pro Series grey, DDR4-3200, CL16 - 8 GB Kit",8 GB,DDR4-3200,
"Team Group Dark Pro Series red, DDR4-3000, CL15 - 16 GB Kit",16 GB,DDR4-3000,
"Team Group Dark Pro Series red, DDR4-3000, CL15 - 8 GB Kit",8 GB,DDR4-3000,
"Team Group Dark Pro Series red, DDR4-3200, CL16 - 8 GB Kit",8 GB,DDR4-3200,
"Team Group Dark Series blue, DDR4-2666, CL15 - 16 GB Kit",16 GB,DDR4-2666,
"Team Group Dark Series white, DDR4-3000, CL16 - 16 GB Kit",16 GB,DDR4-3000,
"Team Group Elite Plus Series black, DDR4-2133, CL15 - 16 GB Kit",16 GB,DDR4-2133,
"Team Group Elite Plus Series black, DDR4-2400, CL16 - 8 GB",8 GB,DDR4-2400,
"Team Group T-Force Dark grey, DDR4-3000, CL16 - 16 GB Kit",16 GB,DDR4-3000,
"Team Group T-Force Dark red, DDR4-3000, CL16 - 16 GB Kit",16 GB,DDR4-3000,
Team Group T-Force Nighthawk,16 GB,DDR4-3200,
"Team Group T-Force Nighthawk, blaue LED, DDR4-3000, CL16 - 16 GB Kit",16 GB,DDR4-3000,
"Team Group T-Force Nighthawk, blaue LED, DDR4-3200, CL16 - 32 GB Kit",32 GB,DDR4-3200,
"Team Group T-Force Nighthawk, rote LED, DDR4-3000, CL16 - 16 GB Kit",16 GB,DDR4-3000,
"Team Group T-Force Nighthawk, rote LED, DDR4-3200, CL16 - 16 GB Kit",16 GB,DDR4-3200,
"Team Group T-Force Nighthawk, rote LED, DDR4-3200, CL16 - 32 GB Kit",32 GB,DDR4-3200,
"Team Group T-Force Nighthawk, weiße LED, DDR4-3000, CL16 - 16 GB Kit",16 GB,DDR4-3000,
"Team Group T-Force Nighthawk, weiße LED, DDR4-3200, CL16 - 32 GB Kit",32 GB,DDR4-3200,
"Team Group Vulcan Series Gold, DDR4-3000, CL16 - 32 GB Kit",32 GB,DDR4-3000,
"Team Group Vulcan Series white, DDR4-3000, CL16 - 16 GB Kit",16 GB,DDR4-3000,
Thermaltake Toughram RGB DDR4-3200 CL16 - 16 GB Dual-Kit,16 GB,DDR4-3200,
Thermaltake Toughram RGB DDR4-3600 CL18 - 16 GB Dual-Kit,16 GB,DDR4-3600,
ADATA AD5U560032G-DT,64 GB,DDR5-5600,
ADATA DDR5 5600 U-DIMM,32 GB,DDR5-5600,
ADATA Lancer,16 GB,DDR5-5200,
ADATA Lancer,8 GB,DDR5-5200,
ADATA Lancer Blade,16 GB,DDR5-5600,
ADATA Lancer Blade,32 GB,DDR5-6400,
ADATA Lancer Blade,64 GB,DDR5-6000,
ADATA Lancer Blade,32 GB,DDR5-6000,
ADATA Lancer Blade,32 GB,DDR5-6400,
ADATA LANCER BLADE RGB,32 GB,DDR5-6000,
ADATA LANCER BLADE RGB,32 GB,DDR5-6000,
ADATA Premier Series DDR3-1600 CL11,4 GB,DDR3-1600,
ADATA Premier Series DDR3-1600 CL11,8 GB,DDR3-1600,
ADATA SPECTRIX D35G,16 GB,DDR4-3200,
ADATA SPECTRIX D35G,8 GB,DDR4-3200,
ADATA SPECTRIX D35G,32 GB,DDR4-3600,
ADATA SPECTRIX D35G,16 GB,DDR4-3600,
ADATA SPECTRIX D35G,32 GB,DDR4-3600,
ADATA SPECTRIX D35G,16 GB,DDR4-3200,
ADATA SPECTRIX D35G,8 GB,DDR4-3200,
ADATA SPECTRIX D35G,8 GB,DDR4-3600,
ADATA SPECTRIX D35G,32 GB,DDR4-3200,
ADATA SPECTRIX D35G,16 GB,DDR4-3600,
ADATA SPECTRIX D35G,32 GB,DDR4-3200,
ADATA SPECTRIX D35G,8 GB,DDR4-3600,
ADATA SPECTRIX D35G,16 GB,DDR4-3200,
ADATA SPECTRIX D35G,16 GB,DDR4-3600,
ADATA SPECTRIX D35G,32 GB,DDR4-3200,
ADATA SPECTRIX D35G,32 GB,DDR4-3600,
ADATA SPECTRIX D35G,64 GB,DDR4-3200,
ADATA SPECTRIX D35G,64 GB,DDR4-3600,
ADATA SPECTRIX D35G,16 GB,DDR4-3200,
ADATA SPECTRIX D35G,64 GB,DDR4-3600,
ADATA SPECTRIX D35G,32 GB,DDR4-3600,
ADATA SPECTRIX D35G,16 GB,DDR4-3600,
ADATA SPECTRIX D35G,64 GB,DDR4-3200,
ADATA SPECTRIX D35G,32 GB,DDR4-3200,
ADATA XPC V1.0 DDR3-1600 CL9,16 GB,DDR3-1600,
ADATA XPC V1.0 DDR3-1600 CL9,8 GB,DDR3-1600,
ADATA XPG Gammix D10,16 GB,DDR4-3000,
ADATA XPG Gammix D10,32 GB,DDR4-2666,
ADATA XPG Gammix D10,8 GB,DDR4-3000,
ADATA XPG Gammix D10,16 GB,DDR4-3000,
ADATA XPG Gammix D10,16 GB,DDR4-2666,
ADATA XPG Gammix D10,16 GB,DDR4-2400,
ADATA XPG Gammix D10,8 GB,DDR4-2400,
ADATA XPG Gammix D10,32 GB,DDR4-2400,
ADATA XPG Gammix D10,16 GB,DDR4-2666,
ADATA XPG Spectrix D40 RGB,16 GB,DDR4-3000,
ADATA XPG Spectrix D50 Xtreme,16 GB,DDR4-5000,
ADATA XPG Spectrix D50 Xtreme,16 GB,DDR4-4800,
ADATA XPG Spectrix D80 red,16 GB,DDR4-3000,
ADATA XPG Spectrix D80 red,32 GB,DDR4-3000,
ADATA XPG Spectrix D80 black,32 GB,DDR4-3000,
ADATA XPG Spectrix D80 black,16 GB,DDR4-3000,
ADATA XPG Spectrix RGB D41 grey,32 GB,DDR4-3000,
ADATA XPG Spectrix RGB D41 grey,16 GB,DDR4-3000,
ADATA XPG Spectrix RGB D41 red,16 GB,DDR4-3000,
ADATA XPG Spectrix RGB D60G grey,16 GB,DDR4-3000,
"Avexir Blitz Series, rote LED, DDR4-3200, CL16 - 16 GB Kit",16 GB,DDR4-3200,
"Avexir Core Series, blaue LED, DDR4-2400, CL16 - 4 GB",4 GB,DDR4-2400,
"Avexir Core Series, grüne LED, DDR4-2400, CL16 - 4 GB",4 GB,DDR4-2400,
"Avexir Core Series, rote LED, DDR4-2400, CL16 - 16 GB Kit",16 GB,DDR4-2400,
"Avexir Core Series, rote LED, DDR4-2400, CL16 - 16 GB Kit",16 GB,DDR4-2400,
"Avexir Core Series, weiße LED, DDR4-2400, CL16 - 16 GB Kit",16 GB,DDR4-2400,
"Avexir Core Series, weiße LED, DDR4-2400, CL16 - 4 GB",4 GB,DDR4-2400,
Ballistix Elite DDR4-2666 CL16,4 GB,DDR4-2666,
Ballistix Sport DDR3-1600 CL9,8 GB,DDR3-1600,
Ballistix Tactical DDR4-3000 CL15,8 GB,DDR4-3000,
Corsair 16GB,16 GB,DDR4-2133,
Corsair 16GB,16 GB,DDR4-2400,
Corsair 1GB DDR Memory,1 GB,DDR1-333,
Corsair 1GB DDR Memory,1 GB,DDR1-400,
Corsair 1GB DDR2 Memory,1 GB,DDR2-667,
Corsair 1GB DDR2 Memory,1 GB,DDR2-533,
Corsair 1GB Dual Channel DDR Memory Kit,1 GB,DDR1-400,
Corsair 2GB DDR2 Memory,2 GB,DDR2-800,
Corsair 2GB Dual Channel DDR Memory Kit,2 GB,DDR1-400,
Corsair 2GB Dual Channel DDR2 Memory Kit,2 GB,DDR2-533,
Corsair 8GB,8 GB,DDR3-1600,
Corsair 8GB,8 GB,DDR4-2400,
Corsair 8GB Dual Channel DDR3 Memory Kit,8 GB,DDR3-1333,
Corsair Dominator DDR3-1600 CL9,8 GB,DDR3-1600,
"Corsair Dominator Limited Orange DDR4-3400, CL16 - 16 GB Quad Kit",16 GB,DDR4-3400,
Corsair Dominator Platinum + AF,8 GB,DDR4-3600,
Corsair Dominator Platinum + AF,8 GB,DDR4-4000,
"Corsair Dominator Platinum + AF, DDR4-3600, CL 16 - 32 GB Quad Kit",32 GB,DDR4-3600,
"Corsair Dominator Platinum + AF, DDR4-3600, CL 18 - 16 GB Quad Kit",16 GB,DDR4-3600,
"Corsair Dominator Platinum + AF, DDR4-3733, CL 17 - 8 GB Dual Kit",8 GB,DDR4-3733,
"Corsair Dominator Platinum + AF, DDR4-3866, CL 18 - 8 GB Dual Kit",8 GB,DDR4-3866,
Corsair Dominator Platinum DDR4-2400 CL14,128 GB,DDR4-2400,
Corsair Dominator Platinum DDR4-2666 CL15,16 GB,DDR4-2666,
Corsair Dominator Platinum DDR4-2666 CL15,128 GB,DDR4-2666,
Corsair Dominator Platinum DDR4-2800 CL14,128 GB,DDR4-2800,
Corsair Dominator Platinum DDR4-2800 CL14,64 GB,DDR4-2800,
Corsair Dominator Platinum DDR4-2800 CL16,16 GB,DDR4-2800,
Corsair Dominator Platinum DDR4-3000 CL15,16 GB,DDR4-3000,
Corsair Dominator Platinum DDR4-3000 CL15,8 GB,DDR4-3000,
Corsair Dominator Platinum DDR4-3000 CL16,128 GB,DDR4-3000,
Corsair Dominator Platinum DDR4-3200 CL16,8 GB,DDR4-3200,
Corsair Dominator Platinum DDR4-3200 CL16,32 GB,DDR4-3200,
Corsair Dominator Platinum RGB,32 GB,DDR5-5200,
Corsair Dominator Platinum RGB,32 GB,DDR5-5600,
Corsair Dominator Platinum RGB,32 GB,DDR5-6400,
Corsair Dominator Platinum RGB,32 GB,DDR5-6200,
Corsair Dominator Platinum RGB,64 GB,DDR5-5200,
Corsair Dominator Platinum RGB,64 GB,DDR5-5200,
Corsair Dominator Platinum RGB,64 GB,DDR5-5600,
Corsair Dominator Platinum RGB,64 GB,DDR5-6000,
Corsair Dominator Platinum RGB,64 GB,DDR5-6200,
Corsair Dominator Platinum RGB,64 GB,DDR5-6400,
Corsair Dominator Platinum RGB,64 GB,DDR5-6600,
Corsair Dominator Platinum RGB Series,16 GB,DDR4-3000,
Corsair Dominator Platinum RGB Series,32 GB,DDR4-3600,
Corsair Dominator Platinum RGB Series,32 GB,DDR4-3000,
Corsair Dominator Platinum RGB Series,32 GB,DDR4-3200,
Corsair Dominator Platinum RGB Series,32 GB,DDR4-3000,
Corsair Dominator Platinum RGB Series,64 GB,DDR4-3000,
Corsair Dominator Platinum RGB Series,64 GB,DDR4-3200,
Corsair Dominator Platinum RGB Series,16 GB,DDR4-4266,
Corsair Dominator Platinum RGB Series,64 GB,DDR4-3600,
Corsair Dominator Platinum RGB Series,64 GB,DDR4-3600,
Corsair Dominator Platinum RGB Series,128 GB,DDR4-3600,
Corsair Dominator Platinum ROG Edition 32GB,32 GB,DDR4-3200,
Corsair Dominator Platinum Series,64 GB,DDR4-2400,
Corsair Dominator Platinum Series 128GB,128 GB,DDR4-3200,
Corsair Dominator Platinum Series 16GB,16 GB,DDR4-2800,
Corsair Dominator Platinum Series 16GB,16 GB,DDR4-2133,
Corsair Dominator Platinum Series 16GB,16 GB,DDR4-3200,
Corsair Dominator Platinum Series 16GB,16 GB,DDR4-2400,
Corsair Dominator Platinum Series 16GB,16 GB,DDR4-3200,
Corsair Dominator Platinum Series 16GB,16 GB,DDR4-4000,
Corsair Dominator Platinum Series 16GB,16 GB,DDR4-3733,
Corsair Dominator Platinum Series 16GB,16 GB,DDR4-3866,
Corsair Dominator Platinum Series 16GB,16 GB,DDR4-3200,
Corsair Dominator Platinum Series 32GB,32 GB,DDR4-2800,
Corsair Dominator Platinum Series 32GB,32 GB,DDR4-2800,
Corsair Dominator Platinum Series 32GB,32 GB,DDR4-2400,
Corsair Dominator Platinum Series 32GB,32 GB,DDR4-2133,
Corsair Dominator Platinum Series 32GB,32 GB,DDR4-2800,
Corsair Dominator Platinum Series 32GB,32 GB,DDR4-2666,
Corsair Dominator Platinum Series 32GB,32 GB,DDR4-3000,
Corsair Dominator Platinum Series 32GB,32 GB,DDR4-3000,
Corsair Dominator Platinum Series 32GB,32 GB,DDR4-2400,
Corsair Dominator Platinum Series 32GB,32 GB,DDR4-3333,
Corsair Dominator Platinum Series 32GB,32 GB,DDR4-3866,
Corsair Dominator Platinum Series 32GB,32 GB,DDR4-3733,
Corsair Dominator Platinum Series 32GB,32 GB,DDR4-4000,
Corsair Dominator Platinum Series 64GB,64 GB,DDR4-2800,
Corsair Dominator Platinum Series 64GB,64 GB,DDR4-2666,
Corsair Dominator Platinum Series 64GB,64 GB,DDR4-3200,
Corsair Dominator Platinum Series 64GB,64 GB,DDR4-3000,
Corsair Dominator Platinum Series 64GB,64 GB,DDR4-2800,
Corsair Dominator Platinum Series 64GB,64 GB,DDR4-3200,
Corsair Dominator Platinum Series 64GB,64 GB,DDR4-3466,
Corsair Dominator Platinum Series 64GB,64 GB,DDR4-3333,
Corsair Dominator Platinum Series 64GB,64 GB,DDR4-2666,
"Corsair Dominator Platinum Series DDR4-2400, CL14 - 32 GB Quad Kit",32 GB,DDR4-2400,
Corsair Dominator Platinum Series DDR4-2666,16 GB,DDR4-2666,
Corsair Dominator Platinum Series DDR4-2666,32 GB,DDR4-2666,
"Corsair Dominator Platinum Series DDR4-2666, CL16 - 16 GB Quad Kit",16 GB,DDR4-2666,
"Corsair Dominator Platinum Series DDR4-3000, CL15 - 16 GB Quad Kit",16 GB,DDR4-3000,
"Corsair Dominator Platinum Series DDR4-3200, CL15 - 16 GB Quad Kit",16 GB,DDR4-3200,
"Corsair Dominator Platinum Series DDR4-3200, CL16 - 16 GB Quad Kit",16 GB,DDR4-3200,
Corsair Dominator Platinum Series — 16GB,16 GB,DDR3-1866,
Corsair Dominator Platinum Series — 16GB,16 GB,DDR3-1866,
Corsair Dominator Platinum Series — 16GB,16 GB,DDR3-1600,
Corsair Dominator Platinum Series — 16GB,16 GB,DDR3-2133,
Corsair Dominator Platinum Series — 16GB,16 GB,DDR3-2400,
Corsair Dominator Platinum Series — 16GB,16 GB,DDR3-2933,
Corsair Dominator Platinum Series — 16GB,16 GB,DDR3-3000,
Corsair Dominator Platinum Series — 16GB,16 GB,DDR3-2400,
Corsair Dominator Platinum Series — 16GB,16 GB,DDR3-2400,
Corsair Dominator Platinum Series — 16GB,16 GB,DDR3-2666,
Corsair Dominator Platinum Series — 16GB,16 GB,DDR3-2800,
Corsair Dominator Platinum Series — 16GB,16 GB,DDR3-2133,
Corsair Dominator Titanium DDR5-6000,32 GB,DDR5-6000,
Corsair Dominator Titanium DDR5-6000,32 GB,DDR5-6000,
Corsair Dominator Titanium DDR5-6000,32 GB,DDR5-6000,
Corsair Dominator Titanium DDR5-6000,64 GB,DDR5-6000,
Corsair Dominator Titanium DDR5-6000,64 GB,DDR5-6000,
Corsair Dominator Titanium DDR5-6000,64 GB,DDR5-6000,
Corsair Dominator Titanium DDR5-6000,64 GB,DDR5-6000,
Corsair Dominator Titanium DDR5-6400,32 GB,DDR5-6400,
Corsair Dominator Titanium DDR5-6400,32 GB,DDR5-6400,
Corsair Dominator Titanium DDR5-6400,64 GB,DDR5-6400,
Corsair Dominator Titanium DDR5-6400,64 GB,DDR5-6400,
Corsair Dominator Titanium DDR5-6400,64 GB,DDR5-6400,
Corsair Dominator Titanium DDR5-6600,32 GB,DDR5-6600,
Corsair Dominator Titanium DDR5-6600,32 GB,DDR5-6600,
Corsair Dominator Titanium DDR5-6600,64 GB,DDR5-6600,
Corsair Dominator Titanium DDR5-7200,32 GB,DDR5-7200,
Corsair LED 32GB,32 GB,DDR4-3200,
Corsair LED 32GB,64 GB,DDR4-2666,
Corsair Low Profile Blue — 16GB Dual Channel DDR3 Memory Kit,16 GB,DDR3-1600,
Corsair Low Profile Blue — 4GB Dual Channel DDR3 Memory Kit,4 GB,DDR3-1600,
Corsair Low Profile Blue — 8GB Dual Channel DDR3 Memory Kit,8 GB,DDR3-2133,
Corsair Low Profile White — 1.35V 8GB Dual Channel DDR3L Memory Kit,8 GB,DDR3L-1600,
Corsair Low Profile — 16GB Dual Channel DDR3 Memory Kit,16 GB,DDR3-1600,
Corsair Low Profile — 16GB Dual/Quad Channel DDR3 Memory Kit,16 GB,DDR3-1600,
Corsair Low Profile — 32GB Dual/Quad Channel DDR3 Memory Kit,32 GB,DDR3-1600,
Corsair Low Profile — 32GB Dual/Quad Channel DDR3 Memory Kit,32 GB,DDR3-1600,
Corsair Low Profile — 4GB DDR3 Memory Kit,4 GB,DDR3-1600,
Corsair Low Profile — 4GB Dual Channel DDR3 Memory Kit,4 GB,DDR3-1600,
Corsair Low Profile — 8GB DDR3 Memory Kit,8 GB,DDR3-1600,
Corsair Low Profile — 8GB Dual Channel DDR3 Memory Kit,8 GB,DDR3-1600,
Corsair LP 16GB,16 GB,DDR3L-1600,
Corsair LP 4GB,4 GB,DDR3L-1600,
Corsair LP 8GB,8 GB,DDR3L-1600,
Corsair LP Memory 16GB 1866MHz CL10 DDR3,16 GB,DDR3-1866,
Corsair LP Memory 32GB 1866MHz CL10 DDR3 Dual/Quad Kit,32 GB,DDR3-1866,
Corsair LPX 128GB,128 GB,DDR4-2133,
Corsair LPX 128GB,128 GB,DDR4-3333,
Corsair LPX 128GB,128 GB,DDR4-3000,
Corsair LPX 16GB,16 GB,DDR4-2666,
Corsair LPX 16GB,16 GB,DDR4-2400,
Corsair LPX 16GB,16 GB,DDR4-3400,
Corsair LPX 16GB,32 GB,DDR4-2400,
Corsair LPX 16GB,16 GB,DDR4-3200,
Corsair LPX 16GB,16 GB,DDR4-3000,
Corsair LPX 16GB,16 GB,DDR4-2400,
Corsair LPX 16GB,16 GB,DDR4-2400,
Corsair LPX 16GB,16 GB,DDR4-2400,
Corsair LPX 16GB,16 GB,DDR4-2666,
Corsair LPX 16GB,16 GB,DDR4-2400,
Corsair LPX 16GB,16 GB,DDR4-2133,
Corsair LPX 16GB,16 GB,DDR4-3300,
Corsair LPX 16GB,16 GB,DDR4-4000,
Corsair LPX 16GB,16 GB,DDR4-4266,
Corsair LPX 16GB,16 GB,DDR4-3200,
Corsair LPX 32GB,32 GB,DDR4-3400,
Corsair LPX 32GB,32 GB,DDR4-3333,
Corsair LPX 32GB,32 GB,DDR4-3200,
Corsair LPX 32GB,32 GB,DDR4-2400,
Corsair LPX 32GB,32 GB,DDR4-4000,
Corsair LPX 32GB,32 GB,DDR4-3866,
Corsair Memory — 32GB 1866MHz CL9 DDR3,32 GB,DDR3-1866,
Corsair Pro Series 16GB,16 GB,DDR3L-1600,
Corsair Pro Series 16GB,16 GB,DDR3L-2133,
Corsair Pro Series 16GB,16 GB,DDR3L-1600,
Corsair Pro Series 16GB,16 GB,DDR3L-1866,
Corsair Pro Series 32GB,32 GB,DDR3L-2133,
Corsair Pro Series 32GB,32 GB,DDR3L-1600,
Corsair Pro Series 32GB,32 GB,DDR3L-1866,
Corsair Pro Series 8GB,8 GB,DDR3L-1600,
Corsair Pro Series — 16GB,16 GB,DDR3-1866,
Corsair Pro Series — 16GB,16 GB,DDR3-2666,
Corsair Pro Series — 16GB,16 GB,DDR3-2933,
Corsair Pro Series — 16GB,16 GB,DDR3-1600,
Corsair Pro Series — 16GB,16 GB,DDR3-1866,
Corsair Pro Series — 16GB,16 GB,DDR3-2133,
Corsair Pro Series — 16GB,16 GB,DDR3-2400,
Corsair Pro Series — 16GB,16 GB,DDR3-2133,
Corsair Pro Series — 16GB,16 GB,DDR3-2133,
Corsair Pro Series — 32GB,32 GB,DDR3-1866,
Corsair Pro Series — 32GB,32 GB,DDR3-2133,
Corsair Pro Series — 32GB,32 GB,DDR3-2800,
Corsair Pro Series — 32GB,32 GB,DDR3-1600,
Corsair Pro Series — 32GB,32 GB,DDR3-1600,
Corsair Pro Series — 32GB,32 GB,DDR3-1600,
Corsair Pro Series — 64GB,64 GB,DDR3-2133,
Corsair Pro Series — 64GB,64 GB,DDR3-2400,
Corsair Pro Series — 8GB,8 GB,DDR3-1866,
Corsair Pro Series — 8GB,8 GB,DDR3-1866,
Corsair Pro Series — 8GB,8 GB,DDR3-2133,
Corsair Pro Series — 8GB,8 GB,DDR3-2133,
Corsair Pro Series — 8GB,8 GB,DDR3-2133,
Corsair Pro Series — 8GB,8 GB,DDR3-2133,
Corsair Pro Series — 8GB,8 GB,DDR3-2133,
Corsair Pro Series — 8GB,8 GB,DDR3-2800,
Corsair Pro Series — 8GB,8 GB,DDR3-2933,
Corsair Pro Series — 8GB,8 GB,DDR3-1600,
Corsair Pro Series — 8GB,8 GB,DDR3-1600,
Corsair Pro Series — 8GB,8 GB,DDR3-1600,
Corsair Pro Series — 8GB,8 GB,DDR3-1600,
Corsair Pro Series — 8GB,8 GB,DDR3-2133,
Corsair RGB 16GB,16 GB,DDR4-2666,
Corsair RGB 16GB,16 GB,DDR4-3000,
Corsair RGB 32GB,32 GB,DDR4-2666,
Corsair RGB 32GB,32 GB,DDR4-3000,
Corsair RGB 32GB,32 GB,DDR4-3200,
Corsair RGB 32GB,32 GB,DDR4-3600,
Corsair RGB 32GB,32 GB,DDR4-3333,
Corsair RGB 32GB,32 GB,DDR4-3466,
Corsair RGB 64GB,64 GB,DDR4-2666,
Corsair SO-Dimm Vengeance Series DDR4-3000,16 GB,DDR4-3000,
Corsair ValueSelect,32 GB,DDR4-2133,
Corsair ValueSelect,16 GB,DDR4-2133,
Corsair ValueSelect,4 GB,DDR4-2133,
Corsair ValueSelect,8 GB,DDR4-2133,
Corsair ValueSelect,16 GB,DDR4-2133,
Corsair ValueSelect DDR3-1333 CL9,2 GB,DDR3-1333,
Corsair ValueSelect DDR3-1333 CL9,4 GB,DDR3-1333,
Corsair ValueSelect DDR3-1333 CL9,8 GB,DDR3-1333,
Corsair ValueSelect DDR3-1333 CL9,4 GB,DDR3-1333,
Corsair ValueSelect DDR3-1333 CL9,16 GB,DDR3-1333,
Corsair ValueSelect Series DDR4-2133,8 GB,DDR4-2133,
Corsair Vengeance,32 GB,DDR5-5600,
Corsair Vengeance,32 GB,DDR5-6800,
Corsair Vengeance,48 GB,DDR5-5200,
Corsair Vengeance,32 GB,DDR5-7200,
Corsair Vengeance,32 GB,DDR5-7000,
Corsair Vengeance,48 GB,DDR5-5600,
Corsair Vengeance,64 GB,DDR5-5200,
Corsair Vengeance,48 GB,DDR5-7000,
Corsair Vengeance,64 GB,DDR5-6400,
Corsair Vengeance,64 GB,DDR5-6200,
Corsair Vengeance,64 GB,DDR5-6600,
Corsair Vengeance,96 GB,DDR5-5200,
Corsair Vengeance,96 GB,DDR5-5600,
Corsair Vengeance,192 GB,DDR5-5200,
Corsair Vengeance blue DDR3-1600 CL9,16 GB,DDR3-1600,
Corsair Vengeance blue DDR3-2133 CL11,8 GB,DDR3-2133,
Corsair Vengeance DDR3-1600 CL10,8 GB,DDR3-1600,
Corsair Vengeance DDR3-1600 CL10,16 GB,DDR3-1600,
Corsair Vengeance DDR3-1600 CL9,16 GB,DDR3-1600,
Corsair Vengeance DDR3-1600 CL9,32 GB,DDR3-1600,
Corsair Vengeance DDR3-1600 CL9,4 GB,DDR3-1600,
Corsair Vengeance DDR3-1600 CL9,8 GB,DDR3-1600,
Corsair Vengeance DDR3-1600 CL9,8 GB,DDR3-1600,
Corsair Vengeance DDR3-1600 CL9,12 GB,DDR3-1600,
Corsair Vengeance DDR3-1600 CL9,16 GB,DDR3-1600,
Corsair Vengeance DDR3-1600 CL9   Low Profile,8 GB,DDR3-1600,
Corsair Vengeance LED blue DDR4-3000  CL15,16 GB,DDR4-3000,
Corsair Vengeance LED blue DDR4-3000  CL15,32 GB,DDR4-3000,
Corsair Vengeance LED blue DDR4-3000  CL15,32 GB,DDR4-3000,
Corsair Vengeance LED blue DDR4-3200  CL16,32 GB,DDR4-3200,
Corsair Vengeance LED blue DDR4-3200  CL16,32 GB,DDR4-3200,
Corsair Vengeance LED blue DDR4-3200  CL16,64 GB,DDR4-3200,
Corsair Vengeance LED red DDR4-2666  CL16,16 GB,DDR4-2666,
Corsair Vengeance LED red DDR4-3000  CL15,16 GB,DDR4-3000,
Corsair Vengeance LED red DDR4-3000  CL15,32 GB,DDR4-3000,
Corsair Vengeance LED red DDR4-3000  CL15,32 GB,DDR4-3000,
Corsair Vengeance LED red DDR4-3200  CL16,32 GB,DDR4-3200,
Corsair Vengeance LED red DDR4-3200  CL16,32 GB,DDR4-3200,
Corsair Vengeance LED red DDR4-3200  CL16,64 GB,DDR4-3200,
Corsair Vengeance LED red DDR4-3400  CL16,32 GB,DDR4-3400,
Corsair Vengeance LED red DDR4-3466  CL16,32 GB,DDR4-3466,
Corsair Vengeance LED Series,16 GB,DDR4-2666,
Corsair Vengeance LED white DDR4-3000  CL15,16 GB,DDR4-3000,
Corsair Vengeance LED white DDR4-3000  CL15,32 GB,DDR4-3000,
Corsair Vengeance LED white DDR4-3000  CL15,32 GB,DDR4-3000,
Corsair Vengeance LED white DDR4-3200  CL16,64 GB,DDR4-3200,
Corsair Vengeance LED white DDR4-3400  CL16,32 GB,DDR4-3400,
Corsair Vengeance LED white DDR4-3466  CL16,32 GB,DDR4-3466,
Corsair Vengeance LP DDR3-1600 CL10,8 GB,DDR3-1600,
Corsair Vengeance LP DDR3-1600 CL9,4 GB,DDR3-1600,
Corsair Vengeance LPX,16 GB,DDR4-3200,
Corsair Vengeance LPX Black DDR4-2133  CL13,32 GB,DDR4-2133,
Corsair Vengeance LPX Black DDR4-2800  CL14,32 GB,DDR4-2800,
Corsair Vengeance LPX Black DDR4-3200  CL16,32 GB,DDR4-3200,
Corsair Vengeance LPX blue DDR4-2133  CL13,16 GB,DDR4-2133,
Corsair Vengeance LPX Blue DDR4-2400  CL14,16 GB,DDR4-2400,
Corsair Vengeance LPX DDR4-2800 CL14   black,64 GB,DDR4-2800,
Corsair Vengeance LPX DDR4-2800 CL16  - blue,16 GB,DDR4-2800,
Corsair Vengeance LPX DDR4-2800 CL16  - red,16 GB,DDR4-2800,
Corsair Vengeance LPX DDR4-2800 CL16  - black,16 GB,DDR4-2800,
Corsair Vengeance LPX DDR4-2800 red CL16,8 GB,DDR4-2800,
Corsair Vengeance LPX DDR4-2800 black CL16,32 GB,DDR4-2800,
Corsair Vengeance LPX DDR4-2800 black CL16,8 GB,DDR4-2800,
Corsair Vengeance LPX Red DDR4-3000  CL15,16 GB,DDR4-3000,
"Corsair Vengeance LPX red + AF, DDR4-3600, CL 16 - 32 GB Quad Kit",32 GB,DDR4-3600,
"Corsair Vengeance LPX red + AF, DDR4-3600, CL 18 - 32 GB Quad Kit",32 GB,DDR4-3600,
"Corsair Vengeance LPX red + AF, DDR4-3600, CL 18 - 8 GB Dual Kit",8 GB,DDR4-3600,
"Corsair Vengeance LPX red + AF, DDR4-3733, CL 17 - 16 GB Dual Kit",16 GB,DDR4-3733,
"Corsair Vengeance LPX red + AF, DDR4-3733, CL 17 - 32 GB Quad Kit",32 GB,DDR4-3733,
"Corsair Vengeance LPX red + AF, DDR4-3866, CL 18 - 16 GB Quad Kit",16 GB,DDR4-3866,
"Corsair Vengeance LPX red + AF, DDR4-3866, CL 18 - 8 GB Dual Kit",8 GB,DDR4-3866,
"Corsair Vengeance LPX red + AF, DDR4-4000, CL 19 - 16 GB Dual Kit",16 GB,DDR4-4000,
